Ticker,Mean Return,Volatility,Sharpe Ratio,Max Drawdown,30 Day Return,90 Day Return,Correlation with SPY,Cluster
PHUN,1.1532600221284115,2.7454030571286108,0.4200694754578566,-0.9998132295645628,0.1672278110701575,0.5160349003087139,0.0803606897472945,Cluster 1
PKW,0.1192386804279743,0.1951876094013649,0.610892672919537,-0.409250650738978,-0.0410020414963784,0.0587484588247919,0.9200180471057212,Cluster 2
PLAY,0.2265686001589133,0.6666894596691245,0.3398412812336324,-0.9317982587588538,-0.2320441509327542,-0.109789578559145,0.418782737207287,Cluster 4
PLCE,0.1386842732680481,0.8032453257558971,0.17265493968177,-0.968199988822745,-0.2549857502445148,0.6816720885813212,0.2972942968782207,Cluster 1
PNQI,0.1564888515196407,0.2501794221279144,0.62550648725869,-0.5970104237973062,0.0192097135633515,0.1368394982041094,0.809218992941173,Cluster 2
PPCB,1.1913041022970376,3.624488582576132,0.3286819851010014,-0.9999999999999876,-0.3333333818397199,-0.6000000291038586,0.0703765986573533,Cluster 1
PPSI,0.5392924442885147,1.2863209255067771,0.4192518628864313,-0.8650047959007708,-0.1101850550537962,0.2815835978379548,0.08543103071688,Cluster 1
PRPL,0.0202341034558706,0.7664156573018502,0.0264009526202849,-0.985912643181326,-0.047619089206101,-0.3217391412515047,0.283136500375285,Cluster 1
PRQR,0.2336998098811108,0.9756305615314704,0.2395371968609375,-0.9775910361139178,-0.306282685424592,0.2500001124616,0.1752931739220417,Cluster 1
PSEC,0.0852965974447466,0.2662407665034728,0.3203739178073395,-0.4399133603961299,-0.0053411113642558,-0.1041902837900941,0.4655671061631294,Cluster 4
PTC,0.2136482584730145,0.3190727081989128,0.6695911401479823,-0.5437423519255173,-0.0323140864541602,0.0508658274812385,0.6237891158118355,Cluster 2
PTGX,0.5845541017447745,0.9490159246305416,0.6159581589448517,-0.8579190956349775,-0.0610557552655069,-0.068532824486086,0.2200105025893748,Cluster 4
PZZA,0.0548629433922411,0.3802124778689011,0.1442954836720485,-0.6997435035540418,-0.1235594822797083,-0.080009623665597,0.3370435607864457,Cluster 4
QQQ,0.1922859154961145,0.2181956525414587,0.8812545678909842,-0.3511873913225476,0.0311827749836322,0.0798649603209689,0.9292757756634816,Cluster 2
QQQX,0.1267867415829875,0.2081450178245975,0.6091269582528753,-0.3596156109957834,0.0734263853466263,0.1541479969004289,0.817362584447058,Cluster 2
QRVO,0.0918864014596759,0.4288069688112406,0.2142838343192225,-0.6712438574654402,0.0658436161352913,-0.3667481652456519,0.6050225390543409,Cluster 4
RAVE,0.2250131514119819,0.8592512277316342,0.2618712015180957,-0.973324658459566,-0.0719424639359734,0.44134077021723,0.1670382707191761,Cluster 1
RBBN,-0.0031618755996564,0.5574160038178626,-0.005672380373007,-0.9058227840858172,0.0694086722947751,0.2879256417482592,0.4148142513831287,Cluster 1
RCAT,2.5670906226997654,2.74543204205046,0.9350406724263706,-0.9998333333308498,1.734042745307872,3.0282132134713224,0.0606360074583092,Cluster 5
