Ticker,Mean Return,Volatility,Sharpe Ratio,Max Drawdown,30 Day Return,90 Day Return,Correlation with SPY
LRCX,0.32177912876285586,0.41444431839476065,0.7764110025906046,-0.563931353836632,0.034287084266647394,-0.13042434436060468,0.6978803447760608
LRMR,-0.00020408049275693685,0.9211814548893358,-0.00022154212036482393,-0.9975165564067197,-0.4215246857311721,-0.4980544920348404,0.15553734790431475
MAR,0.190733507466331,0.3258212189102184,0.5853931432221685,-0.6126369500223884,0.0028288375148366462,0.2474059452802917,0.6076829908987299
MCHP,0.1836803963575844,0.37428350539623145,0.49075204680241785,-0.49683491314272454,-0.08137077416247263,-0.27619664843720027,0.7165132682741837
MDGL,0.5862324174712431,1.228152996790906,0.4773284916480562,-0.9372937302781417,0.06927029483018998,0.24083165679725438,0.1449644921860062
MESO,0.3625119367940275,0.9650147906561932,0.37565428043597726,-0.9565875801368073,0.9721114852879114,2.0793156711757566,0.2463159649714466
MFIC,0.11417896409729301,0.3045211852718965,0.3749458810077419,-0.6777337214016574,0.008463415463267232,0.04141525414441083,0.5198847067913138
MFIN,0.2067144057953592,0.604146086237839,0.3421596373860813,-0.861314488590858,-0.01469025164536697,0.2255106753324716,0.3296221956879013
MGEE,0.13136419419687542,0.2749182550659654,0.47783001592729873,-0.33911436368989406,-0.10008254241137204,0.10673637270108571,0.46053138184490255
MGNX,0.24514746543299507,1.1285416678373412,0.21722500145056994,-0.9429513164719966,-0.08963583731838531,-0.024024001663345507,0.2073512652917066
MITK,0.24177470662013517,0.48238761555364223,0.5012042159138919,-0.6504559291914026,0.25196846846025367,0.176532776909065,0.3278122787893931
MPAA,-0.010752303862285052,0.5086479144576126,-0.021138991346795505,-0.8906832274442873,0.08262107197748247,0.16923075455885672,0.36564882315631314
MSTR,0.525276080147722,0.6903016489985553,0.7609370206630077,-0.8926657953683135,-0.14980184850613476,1.1644122292907633,0.395048102958755
MVIS,0.5100223558044201,1.1117922581933593,0.45873889842801796,-0.9693645996209109,0.4719100717251501,0.4719100717251501,0.21804395734419532
NBTB,0.1350110066537549,0.2944016368087743,0.4585946196401414,-0.3788284200665757,-0.023828504322176758,0.0420156864622645,0.5311537304516829
NCMI,0.04441563428815154,0.8006281071887952,0.05547598677756381,-0.9884295093057245,0.0015081816959312544,-0.032069996637543396,0.26037738917863
NEO,0.2886460887796759,0.5480926006303433,0.5266374485765973,-0.8922845742449459,0.09574465319386105,0.017283874451254677,0.41634413166278156
NEOG,0.02362196069427972,0.35937543408614747,0.06573059384080548,-0.7767663149636997,-0.16849314889533828,-0.24361364981933065,0.5042593044731275
NFLX,0.3855779971665211,0.4363089318449947,0.8837270315233965,-0.759473182516135,0.08175153838368798,0.29371805282571395,0.4785787226732626
NTCT,0.007745343147079218,0.3423171863240725,0.02262621760318713,-0.6083869594399587,-0.009149165478281929,0.05813388246091766,0.509530654304488
NTGR,0.11083336624665151,0.4200020707808722,0.2638876661740952,-0.78375356263483,0.15403732006060866,0.7922829901853727,0.389284796563628
NVAX,0.43021130602315,1.1490089899952358,0.3744194429888088,-0.988247428885876,0.09836062476870633,-0.327759202658104,0.2132148900795542
NWSA,0.11435723006930242,0.299699860204183,0.38157251722236973,-0.5062720543504615,-0.037735776568906254,-0.007011695316656907,0.6221711789862048
OCFC,0.09545020065802652,0.32806654827155723,0.29094767863688914,-0.5900743998765802,-0.11664235907179155,0.10114982953124763,0.4815229192087683
OCUL,0.24914838111582724,0.8356051626404849,0.29816520080910763,-0.9519297457429804,-0.06768557815361154,-0.04474268873658305,0.277493899781589
OMER,0.3495560503002918,0.9724014182433148,0.35947710867367916,-0.9595354057210598,0.46370372065791376,1.3980583468147856,0.22655634912940117
ORLY,0.21812618125560526,0.26580246287388354,0.8206326566624048,-0.42003600046932227,-0.022721903112532194,0.051548697645592334,0.5096761229210868
ORMP,0.2615820541674856,0.7890891049666379,0.33149875282911817,-0.9425210065496984,0.08520178549351876,-0.020242929232321405,0.19295355027483702
OSBC,0.1919497533959624,0.3491358361781383,0.5497853084838434,-0.6007261880535072,-0.03683619643671521,0.11809116122104246,0.4755746354996752
OTLK,0.059775690857335466,1.1975181814717972,0.04991631173722037,-0.9983971402604604,-0.650646942883192,-0.7364016784401772,0.11204882426609365
PAHC,0.07143126208636674,0.4196936077877547,0.17019859430999623,-0.7961575155185096,-0.13709181656067304,0.11704238749194862,0.3790163929854978
PANW,0.2960903734116511,0.3858853866137976,0.767301337865859,-0.47983364938387846,-0.059638208197068776,0.041318536074931966,0.47877167854344826
PCTY,0.3002558742678886,0.43471684828502144,0.690692977399915,-0.5687653111904635,0.008493897525644334,0.3031292328758055,0.5544518768629632
